"Genero","Altura","Peso","Duracao","Batimento.Cardiaco","Temperatura.Corporal","Calorias","Idade"
"feminino",163,67,28,105,40.8,183,"60-69"
"feminino",179,76,26,108,41.2,155,"20-29"
"masculino",186,88,27,102,40.9,160,"30-39"
"masculino",177,80,27,103,40.9,166,"40-49"
"feminino",161,60,29,107,40.3,177,"20-29"
"masculino",179,79,26,106,41,161,"30-39"
"feminino",167,58,29,106,41.1,186,"40-49"
"masculino",195,90,25,93,40.8,141,"50-59"
"masculino",198,103,29,107,41,188,"20-29"
"feminino",159,58,28,114,40.7,195,"20-29"
"feminino",183,77,27,106,41.2,156,"20-29"
"masculino",189,93,22,105,40.6,147,"40-49"
"masculino",181,87,25,112,40.7,213,"60-69"
"feminino",189,89,25,109,40.4,157,"40-49"
"feminino",162,58,27,114,40.8,187,"20-29"
"feminino",173,70,28,108,40.7,175,"30-39"
"masculino",174,75,23,97,40.7,152,"70-79"
NA,163,62,26,101,40.7,149,"30-39"
"feminino",175,69,29,117,41.1,218,"40-49"
"feminino",147,45,23,102,40.8,145,"50-59"
"masculino",194,98,24,103,40.6,148,"30-39"
"masculino",186,83,29,114,40.9,265,"60-69"
"feminino",180,78,24,110,40.8,148,"20-29"
"masculino",182,88,28,101,40.8,188,"50-59"
"masculino",186,93,27,104,40.4,157,"20-29"
"feminino",169,59,29,102,41.1,175,"40-49"
"masculino",175,77,29,NA,40.9,216,"20-29"
"masculino",186,88,25,101,40.9,146,"30-39"
"masculino",168,70,27,108,40.7,174,"30-39"
"masculino",179,84,27,108,41,188,"40-49"
"feminino",164,61,30,112,40.6,199,"20-29"
"feminino",175,78,28,101,40.7,156,"40-49"
"feminino",172,67,22,NA,40.3,148,"30-39"
"masculino",181,87,29,103,41,208,"60-69"
"masculino",180,80,27,121,40.9,227,"30-39"
"feminino",147,NA,27,105,40.7,164,"20-29"
"masculino",198,99,28,103,40.6,212,"60-69"
"masculino",197,104,28,106,40.6,213,"50-59"
"masculino",178,83,28,104,40.8,160,"20-29"
"feminino",166,64,26,106,40.6,179,"70-79"
"feminino",157,61,23,102,40.6,146,"60-69"
"masculino",185,92,24,105,40.4,183,"60-69"
"feminino",156,56,25,105,40.7,159,"40-49"
"masculino",NA,85,28,101,41.1,209,"70-79"
"feminino",180,NA,28,105,40.7,159,"20-29"
"feminino",160,62,28,112,41.1,201,"50-59"
"feminino",166,71,23,103,40.7,141,"50-59"
"feminino",155,58,21,108,40.5,143,"50-59"
"feminino",183,82,27,NA,40.7,179,"50-59"
"feminino",177,NA,29,105,41.3,167,"20-29"
"masculino",192,93,29,114,40.8,273,"70-79"
"feminino",162,60,30,99,40.8,169,"40-49"
"masculino",181,87,30,110,40.9,188,"20-29"
"masculino",185,93,26,100,40.5,165,"50-59"
"masculino",180,80,21,105,40.5,147,"50-59"
"feminino",181,77,29,113,40.8,194,"30-39"
"feminino",168,63,29,110,41.2,186,"20-29"
"masculino",186,84,24,105,40.6,168,"50-59"
"masculino",171,76,29,107,41.1,184,"30-39"
"feminino",163,60,28,114,41,208,"50-59"
"feminino",175,74,27,101,41.3,167,"70-79"
"masculino",186,89,27,108,41,189,"40-49"
"masculino",180,84,26,109,40.9,226,"70-79"
"masculino",167,76,28,102,40.4,205,"70-79"
"feminino",171,NA,30,108,41,194,"40-49"
"feminino",151,55,30,106,40.8,182,"20-29"
"feminino",179,75,30,113,41.1,220,"60-69"
"masculino",196,96,27,105,40.7,170,"30-39"
"masculino",179,86,28,112,40.8,259,"70-79"
"feminino",152,52,25,107,40.4,175,"60-69"
"masculino",189,85,26,105,40.8,146,"20-29"
"masculino",NA,95,29,109,40.7,191,"20-29"
"feminino",156,53,26,104,40.8,153,"20-29"
"feminino",168,70,28,101,41.3,152,"20-29"
"masculino",184,91,26,105,40.7,197,"60-69"
"feminino",178,69,28,111,40.9,180,"20-29"
"feminino",169,70,28,NA,41.3,173,"60-69"
"feminino",161,67,29,105,41.1,196,"70-79"
"feminino",184,80,25,107,40.6,155,"40-49"
"masculino",198,98,28,106,40.8,230,"60-69"
"feminino",168,63,24,108,41,154,"30-39"
"masculino",188,89,27,108,40.7,187,"30-39"
"masculino",197,98,28,108,40.3,184,"20-29"
"masculino",191,92,26,103,40.8,154,"30-39"
"feminino",139,43,26,113,40.6,199,"50-59"
"feminino",NA,71,23,111,40.6,155,"40-49"
"masculino",178,74,28,105,40.9,180,"40-49"
"masculino",171,75,26,101,40.6,143,"30-39"
"feminino",172,70,25,111,40.8,174,"50-59"
"masculino",181,79,24,102,41.1,144,"40-49"
"feminino",161,60,24,105,40.7,150,"40-49"
"masculino",182,82,27,107,41.3,223,"70-79"
"feminino",NA,74,26,116,40.7,185,"30-39"
NA,169,64,27,113,40.8,205,"70-79"
"masculino",195,102,27,107,40.6,223,"60-69"
"feminino",170,62,23,102,40.5,141,"50-59"
"masculino",178,82,30,111,41,201,"20-29"
"feminino",182,80,26,110,40.8,162,"20-29"
"feminino",161,67,27,NA,41.3,174,"30-39"
"feminino",177,74,30,107,41.2,184,"30-39"
"feminino",174,74,25,105,40.8,147,"30-39"
"feminino",156,59,23,NA,40.7,154,"60-69"
"masculino",176,83,28,106,40.6,211,"60-69"
"masculino",201,104,22,107,40.6,152,"30-39"
"feminino",157,57,23,104,40.7,142,"40-49"
"feminino",NA,48,27,111,40.9,181,"20-29"
"feminino",167,59,29,121,41.1,231,"40-49"
"masculino",172,76,30,102,41.1,175,"40-49"
"masculino",182,86,25,101,41.3,139,"30-39"
"feminino",172,70,28,101,41,166,"50-59"
"masculino",186,91,22,105,40.9,144,"40-49"
"masculino",181,78,29,108,40.9,215,"50-59"
"feminino",NA,75,27,104,40.9,155,"30-39"
"masculino",178,NA,21,110,40.7,142,"30-39"
"feminino",174,72,28,104,40.5,160,"20-29"
"masculino",NA,86,26,101,40.8,176,"50-59"
NA,173,71,26,107,40.8,164,"40-49"
"masculino",185,91,27,98,40.8,165,"50-59"
"feminino",162,56,24,104,40.4,143,"20-29"
"masculino",177,87,26,114,40.8,227,"50-59"
NA,164,66,27,118,40.8,204,"30-39"
"feminino",162,NA,30,111,40.8,214,"50-59"
NA,173,78,30,114,40.6,223,"30-39"
"masculino",188,93,25,105,40.7,176,"40-49"
"masculino",200,94,28,102,40.4,153,"20-29"
"masculino",193,89,29,111,40.9,196,"20-29"
"feminino",170,67,25,NA,40.5,178,"70-79"
"feminino",180,80,24,108,40.6,155,"50-59"
"feminino",163,61,27,113,40.7,189,"30-39"
"feminino",161,60,29,104,40.8,186,"50-59"
"masculino",195,87,26,110,40.5,167,"20-29"
"masculino",184,85,28,110,40.9,232,"60-69"
"masculino",194,88,29,114,40.9,201,"20-29"
"masculino",188,86,23,108,40.6,154,"30-39"
"feminino",159,57,24,104,40.3,165,"70-79"
"masculino",201,106,21,106,40.9,146,"30-39"
"feminino",158,58,27,105,40.7,163,"20-29"
"masculino",190,87,28,99,41.1,153,"30-39"
"masculino",157,67,30,109,40.8,178,"20-29"
"masculino",184,89,28,108,40.7,198,"40-49"
"feminino",162,63,25,103,40.7,156,"50-59"
"feminino",150,51,24,110,41,182,"70-79"
"feminino",177,72,24,100,40.7,148,"70-79"
"masculino",195,100,30,103,41,186,"30-39"
"masculino",182,83,22,100,40.7,140,"50-59"
"masculino",186,NA,21,101,40.7,145,"60-69"
"feminino",166,72,28,105,40.7,187,"70-79"
"feminino",175,72,23,108,40.9,145,"30-39"
"feminino",159,56,25,104,40.5,150,"30-39"
NA,187,NA,29,111,41,212,"30-39"
"masculino",178,89,26,112,40.6,234,"70-79"
"masculino",178,80,26,107,40.7,165,"30-39"
"feminino",162,64,25,108,41,157,"20-29"
"masculino",184,86,25,98,40.6,173,"70-79"
"masculino",204,101,26,102,40,166,"40-49"
"masculino",174,82,24,102,40.7,160,"50-59"
"masculino",185,87,26,NA,41,198,"50-59"
"masculino",177,78,26,108,40.9,156,"20-29"
"masculino",180,82,23,105,40.7,145,"30-39"
"masculino",194,94,29,118,40.8,261,"40-49"
NA,195,NA,21,105,40.7,140,"30-39"
"masculino",173,76,27,NA,40.6,195,"50-59"
"feminino",156,57,27,110,40.6,192,"50-59"
"masculino",187,NA,28,111,40.8,200,"30-39"
"masculino",200,107,21,98,40.4,143,"60-69"
"feminino",148,50,30,113,40.7,235,"70-79"
"masculino",178,83,25,115,40.5,199,"40-49"
"masculino",182,85,29,108,40.9,204,"40-49"
"masculino",202,103,29,109,40.8,233,"50-59"
"masculino",170,76,29,109,41,246,"70-79"
"masculino",185,88,28,112,40.7,219,"40-49"
"feminino",162,63,28,107,40.7,196,"70-79"
"masculino",192,90,29,113,40.9,209,"20-29"
"feminino",165,62,25,108,40.9,161,"30-39"
"feminino",171,71,30,110,40.7,203,"40-49"
NA,176,73,26,105,40.8,165,"50-59"
NA,141,46,25,NA,40.5,159,"60-69"
"masculino",180,84,24,98,40.7,141,"50-59"
"feminino",165,65,29,111,40.9,200,"40-49"
"masculino",170,74,24,107,40.3,196,"70-79"
"masculino",178,75,22,106,40.3,177,"70-79"
"feminino",149,54,30,110,40.9,221,"70-79"
"feminino",176,67,25,108,40.9,153,"20-29"
"masculino",194,98,25,114,40.9,232,"60-69"
"masculino",176,82,30,110,40.8,216,"40-49"
"masculino",183,83,24,106,40.7,174,"50-59"
"masculino",189,99,25,109,40.8,212,"60-69"
"masculino",196,101,30,109,40.8,247,"50-59"
NA,163,62,30,108,41,210,"60-69"
"feminino",163,57,29,106,41,194,"50-59"
"masculino",179,82,29,108,40.8,203,"40-49"
"masculino",182,79,29,103,41.1,156,"20-29"
NA,157,57,28,103,40.8,181,"60-69"
"feminino",169,70,21,108,40.8,139,"50-59"
"masculino",188,91,30,128,40.9,289,"30-39"
"feminino",160,61,29,115,41.1,211,"40-49"
"feminino",151,56,28,111,40.5,193,"30-39"
"masculino",NA,98,27,104,40.9,155,"20-29"
"masculino",193,95,26,115,40.9,199,"30-39"
"masculino",177,84,28,117,40.9,207,"20-29"
"feminino",187,76,28,99,41,158,"50-59"
"masculino",169,72,30,115,40.9,205,"20-29"
"masculino",178,82,26,101,41,155,"40-49"
"masculino",182,80,28,107,41.1,173,"30-39"
"feminino",167,65,29,117,40.6,214,"30-39"
"feminino",164,67,22,105,40.4,145,"60-69"
"feminino",166,62,26,108,40.9,161,"20-29"
"feminino",170,69,27,110,41.2,179,"30-39"
"feminino",164,58,27,104,40.9,164,"30-39"
"masculino",195,100,24,101,40.9,167,"50-59"
"masculino",190,87,25,103,40.4,168,"50-59"
"feminino",159,59,25,103,41,163,"60-69"
"masculino",173,72,23,111,40.8,158,"30-39"
"masculino",184,89,24,105,40.5,159,"40-49"
"feminino",154,58,30,113,40.6,207,"20-29"
"feminino",157,57,28,101,40.8,158,"20-29"
"masculino",177,79,28,104,40.8,209,"60-69"
"masculino",186,96,20,103,40.4,159,"70-79"
"feminino",NA,61,26,NA,40.8,188,"30-39"
"masculino",195,93,27,103,41,153,"20-29"
"masculino",197,98,19,101,40.2,143,"70-79"
"masculino",198,94,29,106,40.8,173,"20-29"
"feminino",148,50,23,108,40.6,161,"50-59"
"masculino",195,99,29,114,40.7,228,"30-39"
"masculino",182,90,27,106,41.1,222,"70-79"
"feminino",164,70,29,107,41,194,"60-69"
"masculino",190,99,24,104,40.5,203,"70-79"
"masculino",180,83,19,104,40.8,143,"60-69"
"feminino",177,73,27,105,40.8,163,"30-39"
"feminino",178,73,24,107,40.2,149,"30-39"
"feminino",171,72,24,108,40.7,167,"70-79"
"masculino",198,94,24,99,40.7,155,"50-59"
"masculino",180,83,30,105,41.2,218,"50-59"
"masculino",187,88,25,NA,40.9,161,"30-39"
NA,157,60,30,97,41.1,159,"30-39"
"masculino",183,85,25,108,40.7,206,"60-69"
"masculino",179,77,24,NA,40.8,144,"20-29"
"feminino",162,61,29,112,40.5,200,"30-39"
"masculino",192,86,26,108,40.8,164,"20-29"
"masculino",NA,94,30,115,40.7,225,"20-29"
"feminino",154,57,25,100,40.7,142,"30-39"
"feminino",167,69,28,103,40.8,161,"30-39"
"feminino",168,63,25,101,41,139,"20-29"
"feminino",149,51,28,98,40.6,172,"70-79"
"feminino",160,62,26,104,40.9,149,"20-29"
"masculino",178,78,28,103,41,148,"20-29"
"masculino",182,88,29,111,40.5,229,"50-59"
"masculino",189,87,25,110,40.5,166,"20-29"
"masculino",162,64,28,111,40.5,168,"20-29"
"feminino",160,59,27,112,40.9,184,"20-29"
"feminino",146,49,22,103,40.5,148,"70-79"
"masculino",192,94,26,106,40.9,165,"30-39"
"masculino",185,90,26,112,40.4,177,"20-29"
"feminino",157,58,29,104,40.8,171,"20-29"
"feminino",166,64,29,113,40.6,199,"30-39"
"feminino",178,75,30,110,40.8,198,"40-49"
"feminino",164,59,27,99,40.8,160,"50-59"
"feminino",172,76,24,109,40.6,166,"60-69"
"feminino",170,63,23,107,40.8,148,"40-49"
"feminino",157,56,28,122,40.7,240,"60-69"
"feminino",149,47,28,106,40.8,175,"20-29"
"masculino",187,95,26,110,40.7,240,"70-79"
"feminino",175,73,21,105,40.4,140,"70-79"
"masculino",176,79,24,NA,40.4,142,"40-49"
NA,197,97,25,108,40.7,166,"30-39"
"masculino",182,84,28,111,40.7,193,"30-39"
"masculino",178,81,25,102,40.8,151,"40-49"
"feminino",188,NA,28,106,41.1,180,"60-69"
"masculino",189,98,26,109,41,218,"60-69"
"feminino",173,73,27,103,40.8,155,"30-39"
"feminino",163,59,26,101,40.7,148,"30-39"
"feminino",165,64,26,101,40.7,158,"50-59"
"masculino",190,89,26,102,41.1,193,"60-69"
"masculino",174,71,29,NA,40.9,203,"30-39"
"masculino",191,91,27,115,40.7,210,"30-39"
"feminino",152,53,26,103,40.7,170,"60-69"
NA,157,55,28,108,40.9,187,"40-49"
"masculino",170,70,25,111,40.6,158,"20-29"
"feminino",NA,59,28,105,40.6,190,"70-79"
"feminino",173,74,30,109,41.3,196,"40-49"
"feminino",174,68,29,114,40.8,201,"30-39"
"masculino",196,96,30,114,41,218,"20-29"
"feminino",157,56,24,104,40.4,142,"20-29"
"feminino",158,57,26,108,40.7,163,"20-29"
"masculino",178,80,28,113,41.1,254,"70-79"
NA,186,82,24,106,40.5,152,"30-39"
"feminino",156,60,25,102,40.9,142,"20-29"
"masculino",193,98,28,112,40.6,207,"30-39"
"masculino",179,83,29,110,40.9,229,"50-59"
"feminino",165,67,29,110,40.7,206,"60-69"
"masculino",188,89,26,97,40.9,152,"50-59"
"feminino",182,83,28,108,41.1,177,"40-49"
"masculino",199,94,26,105,40.6,157,"20-29"
"masculino",196,102,29,118,41,261,"40-49"
"masculino",183,83,29,104,41,170,"30-39"
"feminino",157,52,26,105,40.9,159,"20-29"
"masculino",188,89,27,107,41,179,"30-39"
"masculino",194,99,29,102,40.7,192,"40-49"
"feminino",153,55,30,108,40.7,205,"50-59"
"feminino",174,70,23,102,40.5,140,"50-59"
"masculino",170,71,30,108,40.8,226,"60-69"
"feminino",165,61,25,94,40.8,141,"70-79"
"masculino",174,76,25,106,40.3,169,"40-49"
"masculino",198,NA,27,109,40.8,197,"30-39"
"masculino",170,74,26,NA,40.5,174,"30-39"
"masculino",187,98,25,97,40.7,141,"40-49"
"feminino",145,48,25,101,40.7,164,"70-79"
"masculino",181,80,25,109,40.8,203,"60-69"
"masculino",190,94,26,109,40.6,183,"30-39"
"feminino",173,77,26,103,40.6,159,"50-59"
"masculino",183,83,26,106,40.7,159,"30-39"
"masculino",187,85,23,101,40.6,162,"60-69"
"feminino",157,58,24,110,40.4,171,"50-59"
"masculino",204,105,19,105,40.5,152,"60-69"
NA,168,66,25,104,41.1,156,"50-59"
"feminino",177,75,26,112,40.7,171,"20-29"
"feminino",151,56,29,110,41,204,"50-59"
"masculino",189,82,28,111,40.6,178,"20-29"
NA,205,115,20,95,40.7,141,"70-79"
NA,158,56,26,107,40.9,161,"20-29"
"masculino",206,104,29,113,40.8,236,"40-49"
"masculino",179,82,28,104,40.4,152,"20-29"
"feminino",NA,67,30,112,41,200,"20-29"
"masculino",195,99,28,104,41,165,"20-29"
"feminino",158,59,29,104,40.9,173,"30-39"
"feminino",163,61,30,106,40.7,188,"30-39"
"masculino",168,73,29,101,40.3,163,"40-49"
"feminino",164,63,26,107,40.8,172,"50-59"
"feminino",NA,68,26,109,40.7,162,"20-29"
"masculino",181,NA,30,110,41.1,238,"50-59"
"masculino",187,79,25,108,40.9,148,"20-29"
"masculino",210,114,20,102,40.4,140,"40-49"
"masculino",186,84,24,108,40.7,159,"30-39"
"masculino",192,96,23,99,40.2,159,"60-69"
"feminino",166,64,28,99,40.7,158,"40-49"
"feminino",152,51,23,107,40.6,162,"60-69"
"feminino",168,64,28,118,40.9,213,"40-49"
"masculino",181,91,28,104,40.9,190,"40-49"
"feminino",162,67,26,107,41,173,"50-59"
"feminino",153,56,29,117,40.9,210,"20-29"
"masculino",179,77,26,108,40.6,162,"30-39"
"feminino",154,50,26,101,41,156,"40-49"
"masculino",182,92,28,106,40.8,207,"50-59"
"feminino",174,77,26,100,40.7,146,"40-49"
"feminino",NA,75,30,101,41.1,172,"40-49"
"masculino",169,71,26,104,40.6,197,"70-79"
NA,151,55,24,111,40.4,167,"40-49"
"feminino",172,65,28,115,40.8,199,"30-39"
"masculino",176,83,26,107,40.6,171,"30-39"
"feminino",150,57,24,111,40.7,178,"60-69"
"feminino",158,59,22,110,40.3,143,"20-29"
"masculino",175,82,22,108,40.5,146,"30-39"
"masculino",175,70,26,103,40.6,142,"30-39"
"masculino",197,102,30,107,41,230,"50-59"
"feminino",172,66,20,111,40.1,139,"40-49"
"feminino",149,55,25,109,40.4,174,"50-59"
"feminino",156,61,25,102,40.7,153,"50-59"
"feminino",167,62,28,108,41,175,"20-29"
NA,190,96,28,103,41,228,"70-79"
"feminino",155,52,26,102,40.7,151,"20-29"
"feminino",153,56,23,105,40.6,152,"50-59"
"feminino",165,65,26,105,40.6,171,"60-69"
"masculino",192,97,21,103,40.7,139,"40-49"
"feminino",179,72,29,111,40.8,205,"60-69"
"masculino",195,97,21,107,40.3,153,"40-49"
"feminino",150,48,26,108,40.6,167,"20-29"
NA,159,52,29,102,40.8,171,"30-39"
"masculino",177,79,24,110,40.7,204,"70-79"
"masculino",202,102,19,106,40.6,159,"70-79"
"masculino",190,90,23,112,40.6,165,"30-39"
"feminino",168,66,26,102,40.7,166,"70-79"
"masculino",180,86,27,117,41.2,265,"70-79"
"feminino",165,60,28,110,40.7,193,"40-49"
"masculino",195,105,20,98,40.7,154,"70-79"
"masculino",179,84,28,111,40.8,190,"20-29"
"masculino",200,96,22,107,40.3,139,"20-29"
"feminino",164,63,28,102,40.9,176,"60-69"
"masculino",181,85,22,103,41,143,"40-49"
"masculino",186,92,27,106,41.1,174,"30-39"
"masculino",174,75,28,110,40.7,172,"20-29"
NA,181,83,25,102,40.4,152,"40-49"
"masculino",172,71,29,109,40.6,177,"20-29"
"feminino",168,62,28,106,40.8,173,"30-39"
"masculino",179,80,25,108,40.7,177,"40-49"
"feminino",167,70,22,106,40.5,139,"40-49"
"feminino",160,64,26,109,40.5,190,"70-79"
"masculino",172,82,23,103,40.5,152,"50-59"
"masculino",177,82,30,109,40.5,193,"20-29"
"feminino",179,69,27,112,40.7,178,"20-29"
"masculino",190,93,28,109,40.8,180,"20-29"
"masculino",191,91,29,108,41,203,"40-49"
"masculino",202,102,20,103,40.4,139,"40-49"
NA,181,82,28,118,40.7,248,"50-59"
"feminino",144,46,24,108,40.8,156,"20-29"
"masculino",197,99,18,112,40.6,152,"50-59"
"masculino",185,87,24,NA,40.8,168,"40-49"
"masculino",192,97,29,NA,40.8,249,"70-79"
"feminino",184,86,24,106,40.6,145,"40-49"
"masculino",187,NA,28,108,40.9,179,"20-29"
NA,182,81,24,112,40.6,156,"20-29"
"feminino",161,NA,30,110,41,198,"30-39"
"feminino",151,55,28,NA,40.9,174,"50-59"
"feminino",NA,57,26,107,40.7,167,"30-39"
"masculino",190,96,30,109,40.6,217,"30-39"
"feminino",NA,75,25,105,40.8,155,"50-59"
"feminino",153,54,22,102,40.7,146,"70-79"
"masculino",186,84,28,110,40.9,219,"50-59"
"feminino",149,52,23,108,40.6,150,"30-39"
"masculino",187,92,25,112,40.8,215,"60-69"
"feminino",155,59,29,101,40.9,160,"20-29"
"masculino",184,83,28,115,40.7,213,"30-39"
NA,182,NA,29,100,40.7,145,"20-29"
"feminino",161,56,25,106,40.6,177,"70-79"
"masculino",183,84,29,112,40.7,257,"60-69"
"masculino",185,89,26,101,40.3,144,"30-39"
"masculino",NA,90,30,109,40.9,266,"70-79"
"feminino",171,63,24,104,40.8,139,"20-29"
"masculino",181,88,28,104,41,213,"60-69"
"masculino",180,77,24,104,40.5,143,"30-39"
"feminino",158,60,23,109,40.8,158,"50-59"
"feminino",177,73,30,109,40.9,192,"30-39"
"masculino",166,69,29,106,40.9,210,"60-69"
"masculino",188,93,21,107,40.5,184,"70-79"
"feminino",194,94,27,108,40.6,171,"50-59"
"feminino",165,63,26,113,40.8,176,"20-29"
NA,188,83,25,113,40.7,171,"40-49"
"masculino",181,82,28,112,40.6,259,"70-79"
"feminino",172,71,27,108,40.8,164,"20-29"
"masculino",185,92,30,111,41.1,255,"60-69"
"masculino",181,88,27,111,40.9,241,"70-79"
"feminino",175,66,30,107,41.5,184,"20-29"
"masculino",172,77,25,105,40.7,149,"30-39"
"masculino",191,93,25,105,40.9,148,"20-29"
"masculino",184,85,24,105,40.9,142,"20-29"
NA,174,72,25,108,40.5,167,"50-59"
"masculino",179,79,28,108,40.4,196,"40-49"
"masculino",185,87,26,110,40.9,187,"30-39"
"feminino",160,64,25,104,40.8,161,"60-69"
"feminino",162,57,28,122,40.9,234,"50-59"
"feminino",153,53,24,108,40.4,170,"60-69"
"feminino",170,75,26,106,40.7,159,"30-39"
"masculino",201,101,27,103,40.9,153,"20-29"
"feminino",167,63,26,107,40.8,159,"20-29"
"feminino",147,NA,27,102,40.3,162,"30-39"
NA,177,71,24,104,40.5,145,"40-49"
"masculino",184,86,22,101,40.8,151,"60-69"
"feminino",174,68,24,103,40.4,144,"40-49"
"feminino",179,79,29,114,40.7,200,"30-39"
"masculino",NA,97,27,103,40.8,163,"30-39"
"masculino",187,85,25,107,40.5,151,"20-29"
"masculino",194,89,29,110,40.6,191,"20-29"
"masculino",177,77,29,102,40.6,157,"30-39"
"feminino",154,61,22,103,40.5,139,"50-59"
NA,152,55,28,106,40.8,183,"40-49"
"feminino",191,86,24,105,40.7,146,"50-59"
"masculino",177,71,27,109,40.8,161,"20-29"
"feminino",158,59,24,106,40.4,147,"20-29"
"feminino",159,61,24,102,40.8,150,"50-59"
"feminino",NA,70,23,108,40.6,159,"60-69"
"feminino",144,47,24,105,40.6,147,"20-29"
"masculino",NA,62,29,112,40.8,242,"60-69"
"masculino",196,103,20,104,40.6,165,"70-79"
"feminino",168,NA,29,113,40.9,204,"40-49"
"masculino",194,96,27,106,40.7,215,"60-69"
"feminino",154,52,26,107,40.6,173,"40-49"
"masculino",174,74,28,102,40.9,158,"30-39"
"feminino",186,83,29,117,40.9,221,"60-69"
"feminino",169,61,28,102,41,155,"20-29"
"masculino",190,91,27,109,40.7,188,"30-39"
"masculino",185,85,30,113,40.7,271,"60-69"
"masculino",179,83,23,109,40.5,156,"30-39"
"masculino",188,88,26,101,41.3,174,"50-59"
"feminino",164,59,24,101,40.9,145,"50-59"
"feminino",139,48,29,101,40.6,180,"50-59"
"masculino",189,90,22,110,40.7,150,"30-39"
NA,160,67,27,109,40.6,185,"50-59"
"masculino",196,93,26,NA,40.8,203,"60-69"
"feminino",171,68,30,102,40.7,184,"50-59"
"feminino",164,63,22,113,40.5,147,"20-29"
"masculino",190,94,26,102,40.9,192,"60-69"
"masculino",188,92,24,117,40.6,219,"50-59"
"feminino",156,53,28,108,40.7,185,"30-39"
NA,180,84,26,108,40.8,190,"40-49"
"masculino",167,70,27,107,40.9,160,"30-39"
"feminino",173,69,29,117,41,207,"20-29"
"feminino",166,61,29,99,40.9,156,"20-29"
"feminino",164,67,24,109,40.6,158,"40-49"
"feminino",152,NA,23,106,40.5,149,"40-49"
"masculino",175,74,29,109,41.2,170,"20-29"
"masculino",182,91,27,107,40.8,233,"70-79"
"masculino",187,92,29,109,40.8,239,"60-69"
"masculino",185,NA,22,111,40.4,149,"20-29"
"masculino",190,96,28,102,41,221,"70-79"
"feminino",164,62,26,109,40.7,170,"30-39"
"masculino",188,97,23,99,40.7,159,"60-69"
"masculino",201,104,28,107,41,209,"40-49"
"masculino",177,80,25,117,40.7,191,"30-39"
"masculino",181,91,29,110,40.9,227,"50-59"
"feminino",169,60,24,111,40.7,157,"20-29"
"masculino",194,91,28,105,40.8,178,"30-39"
"feminino",157,58,30,100,40.9,163,"20-29"
"feminino",173,67,29,111,40.6,186,"20-29"
"feminino",156,61,29,107,40.7,203,"70-79"
"feminino",165,61,29,106,41.1,192,"50-59"
"masculino",192,99,28,103,40.7,223,"70-79"
"masculino",NA,NA,27,104,41,178,"40-49"
NA,200,99,26,107,40.9,162,"20-29"
NA,177,85,23,94,40.8,141,"60-69"
"feminino",170,66,26,108,40.8,181,"60-69"
"feminino",177,74,28,110,41,193,"50-59"
"masculino",172,77,20,101,40.8,141,"60-69"
"masculino",194,94,29,111,40.9,206,"30-39"
"masculino",182,75,30,113,41,195,"20-29"
"masculino",NA,95,30,107,40.6,259,"70-79"
"masculino",194,103,27,98,41.1,174,"50-59"
NA,154,53,26,103,40.9,150,"20-29"
"masculino",190,100,27,104,40.8,191,"50-59"
"masculino",189,94,28,97,40.9,164,"40-49"
